26.77532251911 38.186142870927 XB1
26.775457248136 38.186142870927 XB2
26.775591977161 38.186142870927 XB3
26.77532251911 38.186277790511 XB4
26.775457248136 38.186277790511 XB5
26.775591977161 38.186277790511 XB6
26.77532251911 38.186412710096 XB7
26.775457248136 38.186412710096 XB8
26.775591977161 38.186412710096 XB9
26.77532251911 38.186547629681 XB10
26.775457248136 38.186547629681 XB11
26.775591977161 38.186547629681 XB12
26.77532251911 38.186682549265 XB13
26.775457248136 38.186682549265 XB14
26.775591977161 38.186682549265 XB15
26.77532251911 38.18681746885 XB16
26.775457248136 38.18681746885 XB17
26.775591977161 38.18681746885 XB18
26.77532251911 38.186952388435 XB19
26.775457248136 38.186952388435 XB20
26.775591977161 38.186952388435 XB21
26.77532251911 38.187087308019 XB22
26.775457248136 38.187087308019 XB23
26.775591977161 38.187087308019 XB24
26.77532251911 38.187222227604 XB25
26.775457248136 38.187222227604 XB26
26.775591977161 38.187222227604 XB27
26.77532251911 38.187357147189 XB28
26.775457248136 38.187357147189 XB29
26.775591977161 38.187357147189 XB30
26.77532251911 38.187492066773 XB31
26.775457248136 38.187492066773 XB32
26.775591977161 38.187492066773 XB33
26.77532251911 38.187626986358 XB34
26.775457248136 38.187626986358 XB35
26.775591977161 38.187626986358 XB36
26.77532251911 38.187761905942 XB37
26.775457248136 38.187761905942 XB38
26.775591977161 38.187761905942 XB39
26.77532251911 38.187896825527 XB40
26.775457248136 38.187896825527 XB41
26.775591977161 38.187896825527 XB42
26.77532251911 38.188031745112 XB43
26.775457248136 38.188031745112 XB44
26.775591977161 38.188031745112 XB45
26.77532251911 38.188166664696 XB46
26.775457248136 38.188166664696 XB47
26.775591977161 38.188166664696 XB48
26.77532251911 38.188301584281 XB49
26.775457248136 38.188301584281 XB50
26.775591977161 38.188301584281 XB51
26.77532251911 38.188436503866 XB52
26.775457248136 38.188436503866 XB53
26.775591977161 38.188436503866 XB54
26.77532251911 38.18857142345 XB55
26.775457248136 38.18857142345 XB56
26.775591977161 38.18857142345 XB57
26.77532251911 38.188706343035 XB58
26.775457248136 38.188706343035 XB59
26.775591977161 38.188706343035 XB60
26.77532251911 38.18884126262 XB61
26.775457248136 38.18884126262 XB62
26.775591977161 38.18884126262 XB63
26.77532251911 38.188976182204 XB64
26.775457248136 38.188976182204 XB65
26.775591977161 38.188976182204 XB66
26.77532251911 38.189111101789 XB67
26.775457248136 38.189111101789 XB68
26.775591977161 38.189111101789 XB69
26.77532251911 38.189246021374 XB70
26.775457248136 38.189246021374 XB71
26.775591977161 38.189246021374 XB72
26.77532251911 38.189380940958 XB73
26.775457248136 38.189380940958 XB74
26.775591977161 38.189380940958 XB75
26.77532251911 38.189515860543 XB76
26.775457248136 38.189515860543 XB77
26.775591977161 38.189515860543 XB78
26.77532251911 38.189650780128 XB79
26.775457248136 38.189650780128 XB80
26.775591977161 38.189650780128 XB81
26.77532251911 38.189785699712 XB82
26.775457248136 38.189785699712 XB83
26.775591977161 38.189785699712 XB84
26.77532251911 38.189920619297 XB85
26.775457248136 38.189920619297 XB86
26.775591977161 38.189920619297 XB87
26.77532251911 38.190055538882 XB88
26.775457248136 38.190055538882 XB89
26.775591977161 38.190055538882 XB90
26.77532251911 38.190190458466 XB91
26.775457248136 38.190190458466 XB92
26.775591977161 38.190190458466 XB93
26.77532251911 38.190325378051 XB94
26.775457248136 38.190325378051 XB95
26.775591977161 38.190325378051 XB96
26.77532251911 38.190460297636 XB97
26.775457248136 38.190460297636 XB98
26.775591977161 38.190460297636 XB99
26.77532251911 38.19059521722 XB100
26.775457248136 38.19059521722 XB101
26.775591977161 38.19059521722 XB102
26.77532251911 38.190730136805 XB103
26.775457248136 38.190730136805 XB104
26.775591977161 38.190730136805 XB105
26.77532251911 38.19086505639 XB106
26.775457248136 38.19086505639 XB107
26.775591977161 38.19086505639 XB108
26.77532251911 38.190999975974 XB109
26.775457248136 38.190999975974 XB110
26.775591977161 38.190999975974 XB111
26.77532251911 38.191134895559 XB112
26.775457248136 38.191134895559 XB113
26.775591977161 38.191134895559 XB114
26.77532251911 38.191269815144 XB115
26.775457248136 38.191269815144 XB116
26.775591977161 38.191269815144 XB117
26.77532251911 38.191404734728 XB118
26.775457248136 38.191404734728 XB119
26.775591977161 38.191404734728 XB120
